rpm	power	torque
1000	11.89	65.20
1100	13.66	68.07
1200	15.21	69.47
1300	16.96	71.52
1400	18.52	72.51
1500	20.26	74.06
1600	22.05	75.55
1700	23.82	76.80
1800	25.58	77.91
1900	27.44	79.17
2000	29.23	80.10
2100	31.32	81.76
2200	33.31	83.00
2300	35.29	84.12
2400	37.28	85.15
2500	39.27	86.10
2600	41.47	87.44
2700	43.68	88.69
2800	45.89	89.84
2900	48.06	90.84
3000	50.19	91.71
3100	52.51	92.85
3200	54.71	93.73
3300	56.92	94.55
3400	59.19	95.43
3500	61.39	96.16
3600	63.76	97.09
3700	66.02	97.82
3800	68.39	98.67
3900	70.71	99.39
4000	72.97	100.00
4100	74.73	99.92
4200	76.43	99.76
4300	78.33	99.85
4400	80.02	99.70
4500	81.79	99.63
4600	83.26	99.22
4700	84.80	98.91
4800	86.34	98.61
4900	87.81	98.23
5000	89.48	98.10
5100	90.75	97.54
5200	92.24	97.24
5300	93.61	96.82
5400	94.93	96.37
5500	96.35	96.03
5600	97.12	95.07
5700	97.80	94.06
5800	98.55	93.15
5900	99.23	92.20
6000	100.00	91.36
6100	96.72	86.92
6200	93.07	82.29
6300	89.44	77.82
6400	85.80	73.49
6500	82.09	69.23
