rpm	power	torque
1000	11.46	72.50
1100	12.78	73.53
1200	14.32	75.52
1300	15.64	76.14
1400	16.96	76.68
1500	18.30	77.22
1600	19.85	78.50
1700	21.39	79.64
1800	22.94	80.65
1900	24.67	82.18
2000	26.12	82.66
2100	27.56	83.04
2200	28.90	83.13
2300	30.45	83.77
2400	31.94	84.23
2500	33.40	84.55
2600	35.06	85.32
2700	36.63	85.85
2800	38.17	86.28
2900	39.72	86.68
3000	41.34	87.21
3100	43.18	88.15
3200	44.80	88.59
3300	46.56	89.29
3400	48.29	89.88
3500	49.98	90.38
3600	52.26	91.86
3700	54.46	93.15
3800	56.55	94.19
3900	58.70	95.25
4000	60.85	96.28
4100	62.89	97.07
4200	64.88	97.76
4300	66.81	98.32
4400	68.85	99.03
4500	70.73	99.46
4600	72.38	99.58
4700	74.08	99.75
4800	75.69	99.79
4900	77.28	99.81
5000	78.98	99.96
5100	80.55	99.95
5200	82.13	99.96
5300	83.68	99.91
5400	85.26	99.92
5500	86.91	100.00
5600	87.90	99.33
5700	89.11	98.94
5800	90.05	98.25
5900	90.98	97.59
6000	92.17	97.22
6100	92.92	96.40
6200	93.63	95.57
6300	94.29	94.72
6400	95.13	94.07
6500	95.92	93.39
6600	96.70	92.72
6700	97.57	92.16
6800	98.25	91.44
6900	99.13	90.91
7000	100.00	90.41
7100	98.59	87.88
7200	96.94	85.21
7300	95.40	82.70
7400	93.85	80.26
7500	92.27	77.86
